Artist Name,avg_days_on_chart,avg_peak_streams,total_streams,cluster
GoldLink ,90.66666666666667,227405.0,58084673,1
Good Gas ,2.0,253012.0,440563,1
Gorillaz ,3.5833333333333335,288276.4166666667,22635496,1
Gotye ,2.0,213625.0,425517,1
Grace Potter ,1.0,82239.0,82239,1
Green Day ,1.0,132573.5,530294,1
Grey ,32.0,232188.0,6264590,1
Grimes ,2.0,146652.25,952860,1
Grouplove ,175.66666666666666,182467.33333333334,126143565,2
"Grover Washington, Jr. ",11.0,266772.0,2465647,1
Grupo Frontera ,45.5,423783.5,31587969,1
Gryffin ,8.0,285287.1666666667,22092083,1
Gucci Mane ,28.982456140350877,318280.3333333333,582429596,1
Gunna ,19.095238095238095,551866.380952381,446430710,1
Guns N' Roses ,18.0,247706.0,3541621,1
Gwen Stefani ,27.833333333333332,301526.6666666667,39622976,1
Gym Class Heroes ,97.0,407597.0,29175430,1
H.E.R. ,112.5,363492.0,164991676,2
HAIM ,1.1428571428571428,250044.85714285713,1947625,1
HARDY ,16.0,261115.0,7050451,1
HRVY ,14.0,242718.0,2967274,1
HSM ,4.0,291270.0,1044541,1
HVME ,15.0,341043.0,3965274,1
Hailee Steinfeld ,142.1,420156.9,466544227,2
Hailey Whitters ,3.0,244685.0,696950,1
Haley Reinhart ,1.0,90126.0,90126,1
Halsey ,40.67272727272727,389515.10909090907,824914128,1
Handsome Ghost ,2.0,82820.0,162239,1
Hannah Kerr ,3.0,335599.0,952548,1
Hanson ,1.0,401122.0,401122,1
Harry Belafonte ,1.0,424592.0,849184,1
"Harry Connick, Jr. ",1.0,125686.0,125686,1
Harry Simeone Chorale ,1.5,187393.5,449966,1
Harry Styles ,119.57142857142857,1716040.4,1982220654,3
Hayden James ,4.0,98470.0,336200,1
Hayley Kiyoko ,1.0,308065.0,308065,1
Hayley Williams ,2.0,312766.0,607349,1
Hazers ,1.0,191964.0,191964,1
Headie One ,12.0,425718.0,3497805,1
Hearts & Colors ,81.0,258798.0,17148765,1
Herve Pagez ,1.0,356877.0,356877,1
Hilary Duff ,17.0,107285.33333333333,4734580,1
Hoodie Allen ,27.0,101456.0,1933914,1
Hotboii ,4.0,309784.0,977903,1
Hotel Ugly ,114.0,490267.0,44768357,2
House Of Pain ,1.0,102304.0,102304,1
Hozier ,63.470588235294116,233428.64705882352,195553584,1
Huddy ,1.0,221778.0,221778,1
Hudson Thames ,2.0,105089.0,204901,1
Hugh Jackman ,47.0,296791.0,46026615,1
Huncho Jack ,20.307692307692307,874246.6153846154,82068177,1
Hunter Hayes ,33.666666666666664,140608.33333333334,11704844,1
ILLENIUM ,5.636363636363637,322436.36363636365,16627166,1
ILOVEMAKONNEN ,76.33333333333333,211720.0,35311492,1
IU ,3.0,339004.0,853331,1
IVE ,5.0,317433.0,1413975,1
Ice Cube ,206.0,334709.0,51427753,2
Icona Pop ,10.5,86815.0,1894511,1
Idina Menzel ,54.0,469631.25,53653178,1
Iggy Azalea ,85.125,187649.5,110179654,1
Imagine Dragons ,74.72340425531915,284101.3191489362,983750059,1
Incubus ,2.0,90173.5,323971,1
Ingrid Andress ,8.0,364252.0,1969999,1
Ingrid Michaelson ,24.5,140979.0,4752176,1
Internet Money ,97.0,575284.7777777778,385652059,2
Ir Sais ,1.0,252700.0,252700,1
Iron & Wine ,1.0,60513.0,60513,1
Irving Berlin ,1.0,67538.0,67538,1
Isabel LaRosa ,5.0,317471.0,1514589,1
Isaiah Firebrace ,72.0,241077.0,14648699,1
Isaiah Rashad ,3.2666666666666666,339721.5333333333,13788745,1
Itzyungbaby ,3.0,322578.0,887457,1
Ivan Cornejo ,44.0,385888.75,48745058,1
J Balvin ,38.75,425208.15625,389732002,1
J. Cole ,146.9,1798187.0,2663931014,3
J.I the Prince of N.Y ,12.0,253081.5,5299905,1
JACKBOYS ,66.0,1279790.8,129882656,0
JAY,203.2,242478.8,156386633,2
JENNIE ,2.0,265917.0,478408,1
JID ,6.166666666666667,322668.75,20434684,1
JIMIN ,4.0,94401.0,365454,1
JIN ,4.0,506707.0,1392323,1
JORDY23 ,2.0,271494.0,537649,1
JP Cooper ,95.0,323884.0,23226355,1
JP Saxe ,520.0,444524.0,156928093,2
JVKE ,93.0,608318.5,102773732,2
Jack & Jack ,19.0,105663.0,1632695,1
Jack Garratt ,1.0,80594.0,80594,1
Jack Harlow ,69.51724137931035,919821.5862068966,959963757,0
Jack Johnson ,6.5,190840.5,1627322,1
Jack White ,1.0,78180.0,78180,1
Jack Ü ,114.25,219739.0,137084682,2
Jacquees ,1.0,291608.0,291608,1
Jaden ,18.0,288305.2,20059266,1
Jagged Edge ,1.0,108824.0,108824,1
Jake Owen ,27.8,200353.8,17797861,1
James Arthur ,215.83333333333334,331373.6666666667,368587798,2
James Bay ,164.33333333333334,248062.33333333334,78994874,2
James Blake ,5.0,364326.3333333333,3691002,1
James Blunt ,1.5,97673.5,268486,1
James Brown ,1.0,355437.0,355437,1
James Hersey ,89.0,250173.0,16549334,1
James Newton Howard ,68.0,204016.0,7942682,1
Jameson Rodgers ,3.5,228341.0,1456252,1
Jamie xx ,5.0,105346.0,456123,1
Jana Kramer ,19.0,126169.0,1913119,1
Jane Zhang ,1.0,145025.0,145025,1
Janelle Monáe ,3.0,319041.0,1500682,1
Jarryd James ,1.0,75984.0,151968,1
Jasmine V ,6.0,57684.0,327469,1
Jason Aldean ,70.0,284066.4285714286,112845083,1
Jason Derulo ,108.33333333333333,289530.4666666667,337910169,2
Jason French ,3.0,75261.0,194991,1
Jason Mraz ,7.666666666666667,93454.33333333333,1686239,1
Jaudy ,2.0,242017.0,454218,1
Jawsh 685 ,70.66666666666667,517066.3333333333,99718762,1
Jax ,56.0,343650.0,15396496,1
Jax Jones ,22.333333333333332,231793.33333333334,14696490,1
Jay Critch ,2.0,206304.0,388154,1
Jay Electronica ,1.5,259826.0,783426,1
Jay Rock ,78.0,528406.5,148995916,1
Jaymes Young ,116.0,401330.0,35009706,2
Jazmine Sullivan ,2.0,247411.0,469309,1
Jeezy ,1.0,353941.0,353941,1
Jelly Roll ,12.0,329053.0,3204387,1
Jennifer Lopez ,11.0,126410.5,1408046,1
Jennifer Ormond ,1.0,353450.0,353450,1
Jenny Duncan ,1.0,1737605.0,1737605,0
Jeremih ,186.85714285714286,260150.42857142858,246238823,2
Jeremy Zucker ,14.0,284714.9,32010571,1
Jerreau ,1.0,115919.0,115919,1
Jess Glynne ,36.0,194352.66666666666,14650643,1
Jessica Darrow ,136.0,1003606.0,78691499,0
Jessie J ,94.16666666666667,222199.5,94814808,1
Jessie Murph ,6.666666666666667,284641.0,4984517,1
Jessie Ware ,12.5,71403.5,1536212,1
Jesy Nelson ,1.0,280904.0,280904,1
Jhay Cortez ,63.666666666666664,365312.3333333333,47550947,1
Jhené Aiko ,8.631578947368421,412437.4736842105,50726353,1
Jidenna ,125.0,259203.5,44506689,2
Jimin ,2.0,286132.0,524568,1
Jimmy Buffett ,1.0,214227.0,214227,1
Jnr Choi ,4.0,230106.0,864655,1
JoJo ,6.0,199961.0,841325,1
JoeLew ,1.0,417623.0,417623,1
Joel Adams ,182.0,463865.0,59849309,2
Joel Corry ,116.0,394531.0,33780521,2
Joey Bada$$ ,13.45,253317.6,48277138,1
John Carpenter ,5.0,339489.0,1476469,1
John Denver ,4.0,447070.3333333333,4623574,1
John Legend ,63.7,316234.8,103162388,1
John Lennon ,96.5,1505471.5,83198490,0
John Mayer ,9.047619047619047,402451.8095238095,53847962,1
John Mellencamp ,3.0,211707.66666666666,2040924,1
John Prine ,1.0,308823.3333333333,926470,1
Johnny Mathis ,2.0,458171.0,3344115,1
Joji ,52.1219512195122,606428.0975609756,762838907,1
Jon Bellion ,21.333333333333332,274131.1666666667,77259792,1
Jon Pardi ,90.2,250561.0,84000049,1
Jonas Blue ,112.0,392956.6666666667,204134833,2
Jonas Brothers ,34.84,674958.68,360346599,1
Jonathan Groff ,14.0,306708.5,7455931,1
Joni Mitchell ,3.0,584524.0,1330005,1
Jordan Davis ,117.6,276884.4,150894161,2
Jordan Smith ,3.0,351612.0,939299,1
Jordi Rivera ,2.0,229865.0,421389,1
Jorja Smith ,13.0,423817.5,8676121,1
Joseph Yap ,1.0,202894.0,202894,1
Josh Gad ,2.0,235773.0,462385,1
Josh Groban ,1.5,239324.5,785354,1
Josh Turner ,38.0,232592.0,14055525,1
Joshua Bassett ,1.3333333333333333,358386.0,1344466,1
Joshua Hyslop ,1.0,75686.0,75686,1
José Feliciano ,222.0,3233033.0,128148147,0
Journey ,213.5,307725.5,95219945,2
Joy Again ,185.0,325897.0,45955297,2
Joyner Lucas ,21.928571428571427,395839.5714285714,98100498,1
Judy Garland ,78.5,1086944.0,55437491,0
Juice WRLD ,132.0,1210371.5054945054,4857996474,3
Juicy J ,5.0,358212.0,1323176,1
Julia Michaels ,82.57142857142857,435736.0,208768965,1
Jung Kook ,3.5,387778.0,2134743,1
Justin Bieber ,81.27692307692308,830415.676923077,2143327124,3
Justin Timberlake ,30.73913043478261,381631.6956521739,230168556,1
K CAMP ,56.0,181151.0,30078990,1
K/DA ,7.666666666666667,317663.3333333333,5581662,1
KAROL G ,64.33333333333333,393152.55555555556,201285371,1
KAYTRANADA ,1.0,265658.0,265658,1
KIDS SEE GHOSTS ,15.88888888888889,984698.5555555555,69827006,0
KJoke ,1.0,271892.0,271892,1
KONGOS ,27.0,68773.0,1503848,1
KREAM ,95.0,223306.0,16323512,1
KSI ,7.0,370503.0,1955556,1
KYLE ,121.66666666666667,565511.6666666666,348177691,2
Kaash Paige ,4.0,209972.0,1697012,1
Kacey Musgraves ,5.333333333333333,368508.71428571426,31927691,1
Kali Uchis ,201.5,735877.5,167289807,2
Kalin and Myles ,13.0,83732.0,937874,1
Kane Brown ,75.93333333333334,374825.5333333333,313798874,1
Kansas ,3.0,265357.0,621363,1
Kanye West ,62.065934065934066,1197391.2637362638,1855866306,3
Karinah ,2.0,317104.0,524978,1
Kaskade ,1.0,62739.0,62739,1
Kat Dahlia ,51.0,97081.0,3692709,1
Kate Bush ,182.0,2430143.0,163034803,0
Kate Havnevik ,25.0,206857.0,2166063,1
Katie Gregson,2.0,340415.0,599870,1
Katy Perry ,40.96153846153846,350762.07692307694,216516939,1
Kay Flock ,7.0,316892.0,1845943,1
Kay Starr ,14.0,643285.0,11676948,1
Kayla Nicole ,14.0,247935.0,3203317,1
Keala Settle ,137.0,550029.0,41268449,2
Kehlani ,11.333333333333334,376768.9666666667,104077929,1
Keith Urban ,65.83333333333333,185041.66666666666,47663054,1
Kelly Clarkson ,32.7,576804.3,141146026,1
Kelsea Ballerini ,24.142857142857142,270403.0,26895863,1
Kendrick Lamar ,95.44285714285714,1574163.3142857142,2645373070,3
Kenny Chesney ,26.333333333333332,323103.3333333333,10811767,1
Kenny Loggins ,13.0,262752.0,3163560,1
Kenny Rogers ,2.0,410322.0,651303,1
Kenshi Yonezu ,29.0,360201.0,7883030,1
Kent Jones ,99.0,520140.5,86645688,2
Kesha ,22.692307692307693,306557.46153846156,90904131,1
Kevin Abstract ,1.0,235080.0,235080,1
Kevin Gates ,67.625,264695.0625,254047857,1
Key Glock ,11.5,278372.5,5478615,1
Keyliu ,1.0,346725.3333333333,1040176,1
Keys N Krates ,1.0,238573.0,238573,1
Khalid ,116.08888888888889,724237.1333333333,2105107504,3
Kid Cudi ,25.473684210526315,880688.3684210526,314121032,0
Kid Ink ,82.57142857142857,136578.0,70506372,1
Kid Rock ,5.0,347978.0,1259418,1
Kid Trunks ,1.0,290598.0,290598,1
Kiesza ,98.0,175539.0,9027690,1
Kiiara ,75.33333333333333,261059.33333333334,150988845,1
Killer Mike ,1.0,271763.0,271763,1
Kim Cesarion ,23.0,70946.0,1363464,1
Kina ,55.0,267313.0,12418217,1
King Princess ,117.0,419779.0,31846652,2
King Von ,18.5,347844.1666666667,63814405,1
Kings of Leon ,2.75,192604.0,3551687,1
Kinneret ,5.0,361510.0,1406684,1
Kodak Black ,87.2051282051282,480006.76923076925,1273411872,2
Koe Wetzel ,1.8,321148.2,2687645,1
Kontra K ,1.0,286827.0,286827,1
Krewella ,4.0,89839.0,328351,1
Kris Kross Amsterdam ,41.0,391510.0,11779292,1
Kris Wu ,6.0,311593.0,1181075,1
Kristen Bell ,5.0,252592.0,1178044,1
Kristin Chenoweth ,1.0,275770.0,275770,1
Kungs ,128.0,506036.0,36008168,2
Kygo ,47.093023255813954,402399.20930232556,553152134,1
Kyle Dixon & Michael Stein ,3.0,317907.0,777154,1
Kylie Minogue ,30.0,1013360.0,11379290,0
LANCO ,54.0,240496.0,22063639,1
LANY ,10.0,280062.0,18345677,1
LE SSERAFIM ,2.0,270462.0,522228,1
LISA ,40.5,452467.0,26346141,1
LISTENBEE ,7.0,109511.0,594050,1
LPB Poody ,44.0,292800.0,9882856,1
La La Land Cast ,6.0,169287.0,943206,1
Labrinth ,40.666666666666664,412319.55555555556,105106157,1
Lady A ,28.0,79500.0,1588289,1
Lady Gaga ,27.365853658536587,541360.8536585366,425766713,1
Lainey Wilson ,2.0,263929.0,518312,1
Lana Del Rey ,6.928571428571429,315018.91071428574,88964856,1
Latto ,88.33333333333333,315826.0,82737867,1
Laura Les ,2.0,229458.0,456094,1
Laura Welsh ,4.0,74009.0,289026,1
Lauren Daigle ,54.0,296776.0,12786610,1
Lauren Jauregui ,1.0,227493.0,227493,1
Lauren Spencer Smith ,78.5,874392.0,62906557,0
Lauv ,67.32,400606.12,499399859,1
Leah Kate ,64.0,398684.0,18922207,1
Lean Trap ,14.0,228191.0,2946201,1
Ledinsky ,1.0,131493.0,131493,1
Lee Brice ,73.6,207859.4,63777528,1
Lee Greenwood ,5.0,346399.0,1405004,1
Leighton Meester ,1.0,60357.0,60357,1
Leith Ross ,3.0,298431.0,758614,1
Len ,1.0,268821.0,268821,1
Lennon Stella ,2.5,255821.5,1186046,1
Leon Bridges ,1.75,260364.75,1621457,1
Leona Lewis ,8.5,352246.0,5976230,1
Leonard Cohen ,1.0,150025.0,150025,1
Leslie Odom Jr. ,10.666666666666666,257966.33333333334,7893504,1
Lewis Capaldi ,348.0,532663.8,650332885,2
Liam Payne ,69.71428571428571,503459.0,180656614,1
Liana Flores ,34.0,281451.0,8815796,1
Life of Dillon ,1.0,129306.5,258613,1
Likybo ,6.0,264734.0,1468307,1
Lil Adrei ,9.0,366753.0,3087417,1
Lil Baby ,55.161904761904765,617651.4571428571,2166066347,3
Lil Dicky ,152.66666666666666,703956.3333333334,148109188,2
Lil Durk ,33.5,393188.7727272727,234795797,1
Lil Eazzyy ,28.5,258717.0,13332379,1
Lil Monet ,2.0,270856.0,527641,1
Lil Mosey ,156.4,544970.8,681514445,2
Lil Nas X ,89.8,1147465.6,1650430014,3
Lil Peep ,35.21739130434783,454937.39130434784,260792507,1
Lil Pump ,35.38461538461539,436837.8846153846,334322186,1
Lil Skies ,87.0909090909091,419164.9090909091,574945424,1
Lil Tecca ,51.03448275862069,459562.3103448276,635787431,1
Lil Tjay ,50.04,481627.48,451897255,1
Lil Uzi Vert ,114.40845070422536,1134997.690140845,2915127161,3
Lil Wayne ,21.576271186440678,1078627.593220339,502648932,0
Lil Xan ,187.5,442743.0,140466675,2
Lil Yachty ,19.456521739130434,402323.5869565217,244954207,1
Lilly Wood and The Prick ,115.5,158937.0,21721258,2
Lily Allen ,1.0,74488.0,74488,1
Lin,5.666666666666667,263476.6666666667,4082270,1
Linkin Park ,4.464285714285714,379326.75,32611582,1
Lit ,1.0,52701.0,52701,1
Little Big Town ,35.75,176887.75,17175357,1
Little Mix ,48.0,270910.5,64337035,1
Little Nell ,6.0,486207.0,1825585,1
Lizzo ,110.92307692307692,645449.6153846154,709504980,2
Logic ,19.633333333333333,565897.8666666667,915631386,1
London On Da Track ,7.0,264948.0,1441294,1
Loote ,39.0,216702.0,6947609,1
Lord Huron ,203.0,361454.0,99600329,2
Lorde ,23.96551724137931,442894.0344827586,152248436,1
Loren Allred ,58.0,336606.0,14813245,1
Los Del Limit ,2.0,275489.0,522759,1
Los Legendarios ,77.0,411269.0,25351520,1
Lost Frequencies ,41.0,137079.0,3572694,1
Lost Kings ,1.0,202493.0,607479,1
Lou Monte ,4.0,553789.5,3180782,1
Loud Luxury ,179.0,674679.0,64219434,2
Louis Armstrong ,11.75,457972.0,16930322,1
Louis The Child ,11.5,288171.0,19345277,1
Louis Tomlinson ,49.5,471522.5,44659982,1
Lovejoy ,3.0,297391.45454545453,8850866,1
Lucky Daye ,9.0,263179.0,2202583,1
Ludacris ,4.0,156835.33333333334,1265671,1
Luis Fonsi ,239.33333333333334,1129646.6666666667,385568305,0
Lukas Graham ,159.0,519797.0,157557367,2
Luke Bryan ,54.125,166198.1875,104655637,1
Luke Christopher ,100.0,297040.0,22827896,1
Luke Combs ,88.85365853658537,502170.60975609755,987159143,2
Lunay ,80.0,394160.5,48911446,1
LunchMoney Lewis ,16.5,108924.0,3005041,1
Lynyrd Skynyrd ,27.0,442939.0,6886801,1
LÉON ,4.0,133001.5,941105,1
M City JR ,49.0,174081.0,7028634,1
M.I.A. ,9.0,255986.0,1701013,1
M.O ,2.0,214719.0,339596,1
M83 ,20.5,232243.0,3301806,1
MAGIC! ,148.0,215899.0,42701759,2
MARINA ,23.5,169409.5,10558356,1
MAX ,51.75,284569.5,50520734,1
MC Ty ,1.0,166659.0,166659,1
MEDUZA ,28.75,286455.25,28152695,1
MF DOOM ,1.0,291982.3333333333,875947,1
MGMT ,4.0,241053.0,891987,1
MHS ,1.0,236367.0,236367,1
MKTO ,106.66666666666667,162693.33333333334,44042206,1
MOGUAI ,2.0,114261.0,210063,1
MUNA ,8.0,224061.0,1206223,1
Mabel ,73.5,407052.5,47551390,1
Mac DeMarco ,11.75,255545.0,11829463,1
Mac Miller ,20.542857142857144,577627.1285714286,452784104,1
Machine Gun Kelly ,33.12765957446808,478742.74468085106,538302612,1
Macklemore ,103.66666666666667,485659.6666666667,106494053,2
Macklemore & Ryan Lewis ,64.0,246645.83333333334,59233618,1
Madcon ,1.0,76444.0,76444,1
Madden ,2.5,170566.5,700368,1
Maddie & Tae ,46.5,187495.5,21632665,1
MadeinTYO ,135.6,267197.4,142148720,2
Madeon ,2.0,73648.0,145103,1
Madison Beer ,33.8,289926.8,45285562,1
Madonna ,1.0,152081.5,304163,1
Madvillain ,1.0,291577.5,583155,1
Maggie Lindemann ,145.0,414353.0,41965006,2
Maggie Rogers ,2.6666666666666665,292731.8333333333,3552001,1
Majid Jordan ,1.0,211895.0,847580,1
Major Lazer ,126.58333333333333,510868.0833333333,526168112,2
Maliibu N Helene ,5.0,88829.0,380301,1
Maluma ,46.44444444444444,355935.55555555556,114659790,1
Manfred Mann ,1.0,70648.0,70648,1
Manuel Turizo ,131.0,459579.0,46825328,2
Marc E. Bassy ,72.33333333333333,347611.3333333333,74650155,1
Maren Morris ,32.833333333333336,330444.6666666667,55742921,1
Mariah Carey ,63.0,801739.5,388747174,1
Mariami ,1.0,316597.0,316597,1
Marian Hill ,27.5,197759.25,26700566,1
Marilyn Manson ,2.5,326166.5,1110814,1
Mark Ronson ,97.0,411494.28571428574,187174268,2
Marlon Roudette ,7.0,140156.0,624308,1
Maroon 5 ,117.38461538461539,428392.26923076925,991538062,2
Marshmello ,90.21428571428571,521626.03571428574,1006632743,2
Martin Garrix ,56.625,398927.3125,334340575,1
Martin Jensen ,140.0,319578.0,35182986,2
Martin Solveig ,7.0,109607.0,658475,1
Marvin Divine ,1.0,737521.0,737521,1
Marvin Gaye ,10.0,303332.5,4661159,1
Mary J. Blige ,2.0,196179.0,712204,1
Mary Lambert ,11.0,54924.0,573525,1
Maryli Morett ,1.0,321161.0,321161,1
Masked Wolf ,290.0,1028047.0,155387513,2
Mason Ramsey ,11.0,507212.0,9855369,1
Matoma ,89.66666666666667,200177.66666666666,43612427,1
Matt Maltese ,48.0,347444.0,12239415,1
Matt Simons ,1.0,115111.0,115111,1
Matt Terry ,26.0,274989.0,5568177,1
Matthew Koma ,8.0,90276.0,647743,1
Matthew Wilder ,15.0,322851.0,4127339,1
Maty Noyes ,122.0,309624.0,28076264,2
Mayar Jenisk ,2.0,404238.0,767525,1
Meat Loaf ,1.25,286181.25,1366523,1
Meek Mill ,29.53030303030303,369798.25757575757,640005056,1
Megan Moroney ,35.0,311135.0,9400072,1
Megan Thee Stallion ,52.705882352941174,544985.3529411765,674033466,1
Meghan Trainor ,91.2,370383.3333333333,308003128,1
Melanie Martinez ,19.428571428571427,285116.5714285714,78107939,1
Metallica ,28.5,417796.5,43499381,1
Metro Boomin ,37.41379310344828,975603.5862068966,515770643,0
MiC LOWRY ,86.0,234840.0,15186329,1
Michael Bublé ,62.705882352941174,616688.2941176471,379896110,1
Michael Jackson ,12.8,580998.8,22634444,1
Michael Ray ,12.0,92338.0,956713,1
Michelle Williams ,24.0,223801.0,4759531,1
Migos ,54.6865671641791,676819.0746268657,1512239646,1
Miguel ,41.54545454545455,231978.0,152017879,1
Miike Snow ,8.0,124818.0,937288,1
Mike Dimes ,6.0,297065.0,1537483,1
Mike Perry ,83.5,314630.5,54647283,1
Mike Posner ,67.42857142857143,317135.28571428574,188424503,1
Mike WiLL Made,28.375,264457.0,43650905,1
Miley Cyrus ,24.264705882352942,437487.5,281596649,1
Milky Chance ,353.0,217719.0,49660656,2
Mir0sama ,2.0,218901.0,436317,1
Miranda Lambert ,4.333333333333333,167340.66666666666,1710079,1
Missing Seoul ,1.0,231538.0,231538,1
Missy Elliott ,11.666666666666666,172658.0,8039179,1
MisterWives ,55.333333333333336,89378.0,11696006,1
Mitchell Tenpenny ,8.5,246334.5,3688062,1
Mitski ,16.416666666666668,306898.1666666667,46349520,1
Mobb Deep ,1.0,248937.0,248937,1
Modest Mouse ,9.0,81416.0,644860,1
MohandBadz ,1.0,259958.0,259958,1
Money Man ,73.5,413900.0,49903057,1
Moneybagg Yo ,25.529411764705884,327995.8823529412,116073055,1
Monsieur Periné ,24.0,404745.0,6938660,1
Montell Fish ,29.0,454068.0,9961390,1
Moon Taxi ,64.0,237319.0,12486957,1
Mooski ,62.0,312145.0,15985906,1
Mora ,31.0,489529.0,8043621,1
Morgan Wallen ,142.9047619047619,748736.4047619047,1883474135,3
Mother Mother ,56.666666666666664,271266.6666666667,45414116,1
Motörhead ,1.0,95772.0,95772,1
Moxie Raia ,7.0,123239.0,626599,1
Mozzy ,14.0,423753.0,3918632,1
Mr Eazi ,1.0,279712.0,279712,1
Mr. Probz ,65.0,150153.66666666666,26016951,1
Mr.Kitty ,151.0,303811.0,37792811,2
Ms. Lauryn Hill ,1.0,77863.0,77863,1
Mumford & Sons ,16.625,221848.125,35229345,1
Muni Long ,69.0,385296.0,21356296,1
Mura Masa ,1.5,222782.0,728020,1
Murda Beatz ,3.0,253036.0,669155,1
Muscadine Bloodline ,1.0,239627.0,239627,1
Muse ,1.0,123181.5,492726,1
Musical Youth ,56.0,485086.0,18330047,1
Mustard ,173.375,473687.375,537551000,2
My Chemical Romance ,27.5,725352.5,14725984,1
My Morning Jacket ,1.0,78748.0,78748,1
Myke Towers ,25.5,286293.0,12504968,1
Mykola Dmytrovych Leontovych ,195.0,1503257.0,71706814,0
Mystery Skulls ,1.0,84690.0,84690,1
MØ ,72.0,326289.0,64058604,1
Måneskin ,107.0,598336.3333333334,149097017,2
Møme ,101.0,186011.0,13880878,1
N.E.R.D ,30.6,394408.4,45186563,1
N.W.A. ,24.5,136546.0,5327896,1
NAV ,22.720588235294116,397204.6911764706,449838213,1
NEIKED ,321.0,883029.0,129400161,2
NERVO ,1.0,79002.0,79002,1
NF ,24.548387096774192,387539.4516129032,268154318,1
NLE Choppa ,55.95454545454545,411668.3181818182,457747268,1
NOTD ,37.0,426065.0,21777770,1
Nardo Wick ,102.75,447501.75,138398587,2
Nas ,2.7142857142857144,369279.35714285716,12721440,1
Nat King Cole ,46.333333333333336,1049253.0,264408582,0
Nat King Cole Trio ,10.5,447374.0,7707750,1
Natalie Cole ,2.0,240694.0,456794,1
Natalie La Rose ,96.0,240836.0,39985199,1
Nate Ruess ,31.0,119746.0,2760884,1
Nate Smith ,121.0,409434.0,31720619,2
Nathaniel Rateliff & The Night Sweats ,2.0,101938.0,190374,1
Natti Natasha ,55.0,209139.0,10525473,1
Naughty Boy ,1.0,99417.0,99417,1
Nause ,78.0,252948.0,14248284,1
Ne,149.0,286697.0,21102722,2
Nebu Kiniza ,101.0,249486.5,38825640,1
Neil Diamond ,2.0,249494.0,463807,1
Nelly ,67.8,209176.8,80889100,1
Nelly Furtado ,39.5,344295.0,17403517,1
Neon Trees ,304.0,255596.0,68460789,2
Nessa Barrett ,14.0,304800.5,7453042,1
Netsky ,1.0,273404.0,273404,1
Nevada ,93.0,401350.0,24629480,1
New Politics ,7.0,81052.5,896589,1
NewJeans ,6.0,375766.0,4427436,1
NexXthursday ,25.0,190473.0,4087377,1
NextYoungin ,46.0,316285.0,11456125,1
Niall Horan ,55.09090909090909,419774.63636363635,190300891,1
Nic D ,1.0,225871.0,225871,1
Nick Jonas ,40.529411764705884,233856.9411764706,157895906,1
Nicki Minaj ,45.018181818181816,424256.58181818185,557598312,1
Nicky Jam ,91.8,287355.2,95781235,1
Nicky Youre ,238.0,642413.0,100753638,2
Nico & Vinz ,102.25,164698.0,50202166,1
Nicole Atkins ,2.0,140965.0,206676,1
Nigo ,8.5,396698.5,4838228,1
Niko Moon ,2.0,211055.0,419996,1
Nina Nesbitt ,4.0,402606.0,1355522,1
Nio Garcia ,93.2,372513.0,152498768,1
Nipsey Hussle ,14.153846153846153,437797.0,58389598,1
Nirvana ,89.8,360302.0,119649236,1
Nitty Gritty Dirt Band ,1.0,233294.0,233294,1
Niykee Heaton ,9.0,80886.0,629598,1
No Name No Fame ,4.0,368101.0,1134877,1
No Rome ,1.0,302524.0,302524,1
Noah Cyrus ,222.66666666666666,372908.3333333333,176298349,2
Noah Kahan ,86.5,429866.0,59755507,1
Noah Schnacky ,1.0,202775.0,202775,1
Noname ,1.0,429893.0,429893,1
Norah Jones ,2.0,377178.0,663318,1
Norman Greenbaum ,1.0,242997.0,242997,1
Normani ,28.8,446391.8,50723697,1
O.T. Genasis ,188.0,273005.5,67574182,2
OB OBrien ,30.0,123143.0,2186414,1
ODESZA ,1.6,295061.2,2053532,1
OMI ,131.0,356386.5,113004870,2
Oasis ,4.5,139436.0,936842,1
Oda Kirkwood ,3.0,389710.0,985649,1
Of Monsters and Men ,8.666666666666666,96162.66666666667,3336640,1
Offset ,76.36842105263158,525986.5263157894,566828215,1
